symbol,date,open,high,low,close,volume,adjusted,channel_classification,v2tone1,amihud_ratio,amihud_zscore,illiq,r,volatility,intra_day_chg,downside_risk,var1pct,lnvol_chg
GS,2/27/2019,198.5,199.8899994,197.1199951,198.1000061,1804200,172.4342651,Casual Investors,0.44433364,4.9e-14,-1.351500006,17.09163,8.84905e-08,,0.013968756,,,-0.416425406
GS,2/28/2019,198.0399933,198.3999939,196.0099945,196.6999969,2964300,171.2156677,Casual Investors,0.370126985,2.38e-09,-0.690628172,16.92689,-0.007092116,,0.012109234,,,0.174077121
GS,3/1/2019,198.75,201.4400024,197.4299927,198.1999969,2580500,172.5213013,Casual Investors,-0.578901687,2.96e-09,-0.532321827,16.9465,0.007596738,,0.020204105,,,0.002085102
GS,3/4/2019,198.8099976,200.8300018,194.1499939,195.9799957,2683600,170.5889435,Casual Investors,0.320470957,4.17e-09,-0.194499415,17.39141,-0.011263891,,0.033840817,,,0.086103917
GS,3/5/2019,195.8500061,196.1799927,193.0,196.0,2338600,170.6063843,Casual Investors,0.064286815,4.37e-11,-1.339394482,16.43438,0.000102233,,0.016230663,,,-0.06999297
GS,3/6/2019,195.8999939,197.5599976,194.5299988,194.7400055,2247500,169.5096436,Casual Investors,0.738222104,2.86e-09,-0.558609544,16.47639,-0.006449238,,0.015512998,,,-0.161623089
GS,3/7/2019,193.1300049,193.4499969,190.0800018,192.7700043,3567800,167.7948456,Casual Investors,0.164264318,2.84e-09,-0.565500654,16.51892,-0.010167743,,0.017465639,,,0.370751761
GS,3/8/2019,190.3999939,195.7700043,189.7100067,195.2400055,3162700,169.9447937,Casual Investors,0.415384301,4.05e-09,-0.228453454,16.9377,0.012731565,,0.031428262,,,0.154708112
GS,3/11/2019,197.2299957,198.9700012,195.7299957,195.9700012,2669000,170.580246,Casual Investors,0.419854119,1.4e-09,-0.963150333,16.45667,0.003732195,,0.016480191,,,-0.058272443
GS,3/12/2019,196.0,197.3999939,195.6900024,196.6300049,1977400,171.1547089,Casual Investors,-0.140527328,1.7e-09,-0.879395814,16.10243,0.003362041,,0.008710447,,,-0.386971425
GS,3/13/2019,197.75,198.9299927,196.5200043,197.25,1904500,171.694397,Casual Investors,-0.253696688,1.66e-09,-0.892543209,15.75166,0.003148257,,0.012202473,,,-0.401071116
GS,3/14/2019,197.3200073,198.5,196.6999969,197.4700012,1482300,171.8858948,Casual Investors,-0.194802021,7.52e-10,-1.142928535,15.12394,0.001114719,,0.009118787,,,-0.493637669
GS,3/15/2019,197.1600037,198.8500061,196.8500061,198.2599945,2985200,172.5735931,Casual Investors,-0.585275314,1.34e-09,-0.979981821,14.72523,0.003992918,,0.010115826,,,0.396378153
GS,3/18/2019,199.1799927,203.8500061,198.9199982,202.4700012,3354900,176.2380981,Casual Investors,-0.258124173,6.33e-09,0.403065889,15.92014,0.021012139,,0.024548776,,,0.474526645
GS,3/19/2019,204.8800049,206.4499969,200.7799988,201.1199951,3284900,175.0630035,Casual Investors,-0.165127891,2.03e-09,-0.788832238,15.69348,-0.006689982,,0.027931025,,,0.300735328
GS,3/20/2019,200.3300018,200.3300018,193.9700012,194.3200073,5033500,169.1440277,Casual Investors,0.001505574,6.72e-09,0.510546819,17.10789,-0.034395342,,0.032231093,,,0.594807378
GS,3/21/2019,192.8999939,195.5500031,191.75,194.5800018,4031500,169.3703613,Casual Investors,0.313785314,3.32e-10,-1.259503104,16.2637,0.001337217,,0.019613932,,,0.095412504
GS,3/22/2019,192.6699982,193.7100067,187.7799988,188.9600067,5703100,164.4784393,Casual Investors,-0.165688448,5.06e-09,0.052407732,17.12477,-0.029308311,,0.031077263,,,0.37333785
GS,3/25/2019,189.3300018,191.4499969,186.5,188.5099945,3751000,164.0867462,Casual Investors,1.052892324,6.35e-10,-1.175518109,16.38765,-0.002384265,,0.026201551,,,-0.184995044
GS,3/26/2019,190.0299988,192.4100037,188.6900024,190.6900024,2910100,165.984314,Casual Investors,1.294607646,3.97e-09,-0.249904476,16.82111,0.011498061,,0.019541927,,,-0.464320826
GS,3/27/2019,190.6000061,191.6100006,188.7400055,190.0299988,2343800,165.4098358,Casual Investors,0.877027767,1.48e-09,-0.942160989,16.38885,-0.003467042,,0.015080236,,,-0.5589512
GS,3/28/2019,190.7400055,191.9100037,189.2899933,191.1799927,2343400,166.4108429,Casual Investors,0.129940383,2.58e-09,-0.63563226,16.35118,0.00603344,,0.013720205,,,-0.450494336
