symbol,date,open,high,low,close,volume,adjusted,channel_classification,v2tone1,amihud_ratio,amihud_zscore,illiq,r,volatility,intra_day_chg,downside_risk,var1pct,lnvol_chg
STT,6/18/2019,54.40000153,55.63000107,54.02999878,55.25999832,2738400,45.79695129,Casual Investors,-0.30047198,4.89e-09,-0.289891856,102.7591,0.01329792,,0.029181147,,0.044209488,0.012567688
STT,6/19/2019,55.40999985,55.97000122,54.43000031,54.75999832,5482100,45.38257599,Casual Investors,-1.517855479,1.65e-09,-0.857724976,98.51718,-0.009089281,,0.027956811,,0.044209488,0.81199333
STT,6/20/2019,55.31000137,55.66999817,55.02999878,55.40999985,3946000,45.92127228,Casual Investors,-2.368912803,3.01e-09,-0.619641922,96.41994,0.011800215,,0.011560682,,0.044209488,0.214477774
STT,6/21/2019,55.43000031,55.91999817,55.16999817,55.52000046,6126400,46.01243591,Casual Investors,-1.036981281,3.24e-10,-1.090333154,90.68522,0.001983248,,0.013519603,,0.044209488,0.549088104
STT,6/24/2019,55.84000015,57.16999817,55.61000061,55.72999954,3418200,46.18647385,Casual Investors,-0.156305883,1.11e-09,-0.953110193,86.44031,0.003775275,,0.027964463,,0.044209488,-0.291104549
STT,6/25/2019,55.61000061,56.27000046,54.61999893,56.0,3545000,46.41023254,Casual Investors,-0.119012874,1.37e-09,-0.907502984,82.82764,0.004832983,,0.02956727,,0.044209488,-0.291168583
STT,6/26/2019,55.49000168,55.90000153,54.86000061,55.24000168,3465900,45.78037643,Casual Investors,-0.455968051,3.92e-09,-0.460485631,83.15672,-0.013664427,,0.018784447,,0.044209488,-0.206038572
STT,6/27/2019,55.36000061,56.09000015,55.25999832,55.65000153,3086600,46.12017441,Casual Investors,0.06684271,2.4e-09,-0.725462514,81.24383,0.00739494,,0.01495364,,0.044209488,-0.29335385
STT,6/28/2019,56.18999863,56.68000031,55.54000092,56.06000137,9041900,46.85567856,Casual Investors,0.791091727,1.76e-09,-0.83786346,78.48457,0.015821732,,0.020311793,,0.044209488,0.984311718
STT,7/1/2019,56.81999969,57.34999847,56.22000122,56.68999863,3310100,47.38225174,Casual Investors,0.922140896,3.4e-09,-0.551779209,78.14692,0.011175514,,0.019910092,,0.044209488,-0.368476276
STT,7/2/2019,56.68999863,56.70999908,55.54000092,55.81999969,5238100,46.65509415,Casual Investors,-0.515995343,2.93e-09,-0.633378234,77.30602,-0.015465602,,0.020798119,,0.044209488,0.102853209
STT,7/3/2019,55.95999908,56.52999878,55.72000122,56.47000122,3115900,47.1983757,Casual Investors,-1.617848257,3.74e-09,-0.491797339,77.5208,0.011577358,,0.014408922,,0.044209488,-0.506195066
STT,7/5/2019,56.81000137,57.29999924,56.50999832,56.79999924,2195200,47.47418594,Casual Investors,-1.734338884,2.66e-09,-0.680340476,76.25487,0.005826631,,0.013907243,,0.044209488,-0.857855994
STT,7/8/2019,55.20999908,55.68999863,54.63999939,55.06000137,3869000,46.01987076,Casual Investors,-2.816521163,7.92e-09,0.241324394,82.79609,-0.031112833,,0.01904415,,0.044209488,0.110333949
STT,7/9/2019,54.45999908,55.25,54.29000092,55.06999969,4649200,46.02822495,Casual Investors,-3.126331088,3.9e-11,-1.14031101,77.5746,0.000181518,,0.017529427,,0.044209488,0.254498225
STT,7/10/2019,55.06999969,55.38000107,54.31000137,54.41999817,3311300,45.4849472,Casual Investors,-1.676464282,3.56e-09,-0.522075796,77.79089,-0.011873354,,0.019545159,,0.044209488,-0.043154307
STT,7/11/2019,54.41999817,55.15999985,54.38999939,55.04000092,3941400,46.00315475,Casual Investors,-1.986437291,2.89e-09,-0.640256636,76.92626,0.011328535,,0.014069075,,0.044209488,0.11701029
STT,7/12/2019,55.41999817,55.63000107,55.08000183,55.18999863,5110400,46.12852478,Casual Investors,-0.29800458,5.33e-10,-1.053641553,72.79762,0.002721542,,0.009944838,,0.044209488,0.25940557
STT,7/15/2019,55.24000168,55.45999908,54.45999908,55.45000076,4918400,46.34584045,Casual Investors,0.194430161,9.58e-10,-0.979186713,69.54013,0.004700028,,0.018068479,,0.044209488,0.145341024
STT,7/16/2019,55.45000076,55.47999954,54.66999817,54.81999969,2571600,45.81927109,Casual Investors,-0.828526434,4.42e-09,-0.372376163,71.4748,-0.011426777,,0.014691237,,0.044209488,-0.518813931
STT,7/17/2019,54.63999939,55.02999878,54.25,54.59000015,6176300,45.62704086,Casual Investors,0.896001574,6.79e-10,-1.028038679,67.93197,-0.004204227,,0.014281768,,0.044209488,0.401123237
STT,7/18/2019,54.75,56.54000092,54.72999954,56.29000092,4840100,47.04793167,Casual Investors,0.23324591,6.43e-09,-0.018864361,72.42463,0.030666363,,0.032600889,,0.037455685,0.030613003
STT,7/19/2019,57.43999863,60.5,57.25,60.08000183,6409600,50.21566391,Casual Investors,-1.915567223,1.05e-08,0.694950129,81.02661,0.065160103,,0.055309734,,0.037455685,0.325974609
STT,7/22/2019,59.88999939,60.04000092,58.74000168,59.22999954,3350800,49.50521469,Casual Investors,0.074455841,4.22e-09,-0.406729141,81.4614,-0.014248997,,0.021826717,,0.037455685,-0.400118782
STT,7/23/2019,59.43999863,60.06000137,59.04000092,59.90000153,3321500,50.06520081,Casual Investors,-0.645696439,3.41e-09,-0.54994394,80.67591,0.011248161,,0.017094025,,0.037455685,-0.44712613
STT,7/24/2019,59.63999939,60.40999985,59.59000015,59.59999847,2750000,49.81446838,Casual Investors,-1.770151872,1.82e-09,-0.827798662,77.92291,-0.0050207,,0.013753769,,0.037455685,-0.488133736
STT,7/25/2019,59.91999817,59.91999817,58.90999985,59.47999954,3228500,49.71416855,Casual Investors,-0.162537272,6.24e-10,-1.037792354,73.80184,-0.002015498,,0.016917895,,0.037455685,-0.203714898
STT,7/26/2019,59.50999832,60.38000107,59.22000122,60.36999893,2357800,50.45803833,Casual Investors,0.472694385,6.35e-09,-0.034279265,77.26191,0.014852093,,0.019352684,,0.037455685,-0.293697112
STT,7/29/2019,60.16999817,60.36999893,59.13000107,59.13000107,3807900,49.42163086,Casual Investors,0.704118015,5.39e-09,-0.201241746,79.53373,-0.020753867,,0.020787894,,0.037455685,0.267396733
STT,7/30/2019,59.0,59.31000137,58.47000122,58.88000107,3053800,49.21268082,Casual Investors,-0.366086677,1.38e-09,-0.904372664,76.31712,-0.00423687,,0.014251784,,0.037455685,0.005829388
STT,7/31/2019,59.11000061,59.27000046,57.93999863,58.09000015,3040200,48.55238724,Casual Investors,-1.203848747,4.41e-09,-0.373238275,77.43959,-0.013507966,,0.022696277,,0.037455685,-0.023342304
STT,8/1/2019,57.91999817,57.97000122,55.36999893,55.59000015,3983000,46.46285248,Casual Investors,-1.032283542,1.08e-08,0.747657048,87.9945,-0.043990242,,0.045810983,,0.043752776,0.262012205
STT,8/2/2019,55.59999847,56.15000153,54.81000137,55.65999985,2670300,46.52136612,Casual Investors,-1.696257443,4.72e-10,-1.064453753,83.02817,0.001258572,,0.024087726,,0.043752776,-0.262316732
STT,8/5/2019,54.54999924,55.06000137,53.18000031,53.79999924,4399000,44.96673965,Casual Investors,1.590995529,7.6e-09,0.1850061,88.92044,-0.033988596,,0.034702374,,0.043752776,0.322352119
STT,8/6/2019,54.27999878,54.63000107,52.90000153,53.5,2845700,44.71600342,Casual Investors,-3.106786382,1.96e-09,-0.803541193,86.09486,-0.005591642,,0.032102423,,0.043752776,-0.213539297
STT,8/7/2019,52.31999969,52.83000183,51.34000015,52.5,3283800,43.88019562,Casual Investors,-0.585566485,5.69e-09,-0.148987344,89.11458,-0.018868362,,0.028429721,,0.043752776,-0.056449295
STT,8/8/2019,52.84000015,53.70999908,52.84000015,53.40999985,2027500,44.64078522,Casual Investors,0.399298239,8.55e-09,0.352040249,95.75968,0.017184814,,0.01637645,,0.043752776,-0.487028048
STT,8/9/2019,52.93999863,53.40000153,52.29000092,52.95999908,3479400,44.26465988,Casual Investors,-0.543045368,2.42e-09,-0.722504913,93.1837,-0.008461295,,0.020963185,,0.043752776,0.102955587
STT,8/12/2019,52.15000153,52.29000092,51.34000015,51.56999969,5311400,43.10289383,Casual Investors,0.296921776,4.94e-09,-0.280614081,94.48715,-0.026596476,,0.018318564,,0.043752776,0.602011699
